Algorithm,Iteration,Execution Time (ms),Memory Usage (bytes)
MergeSort,0,3,389968
MergeSort,1,0,445056
MergeSort,2,0,448760
MergeSort,3,1,448368
MergeSort,4,0,457136
MergeSort,5,0,453800
MergeSort,6,0,454656
MergeSort,7,0,456192
MergeSort,8,0,455296
MergeSort,9,0,470472
MergeSort,10,0,461184
MergeSort,11,0,461328
MergeSort,12,0,461784
MergeSort,13,0,462808
MergeSort,14,0,462904
MergeSort,15,0,462888
MergeSort,16,0,465056
MergeSort,17,0,472880
MergeSort,18,0,471240
MergeSort,19,0,464632
MergeSort,20,0,471232
MergeSort,21,0,472880
MergeSort,22,0,472880
MergeSort,23,0,472880
MergeSort,24,0,472880
MergeSort,25,0,472880
MergeSort,26,0,472880
MergeSort,27,0,472880
MergeSort,28,0,472880
MergeSort,29,0,472880
MergeSort,30,0,472880
MergeSort,31,0,472880
MergeSort,32,0,472880
MergeSort,33,0,472880
MergeSort,34,0,472880
MergeSort,35,0,472880
MergeSort,36,0,472880
MergeSort,37,0,472880
MergeSort,38,0,472880
MergeSort,39,0,472880
MergeSort,40,0,472880
MergeSort,41,0,472880
MergeSort,42,0,472880
MergeSort,43,0,472880
MergeSort,44,0,472880
MergeSort,45,0,472880
MergeSort,46,0,472880
MergeSort,47,0,472880
MergeSort,48,0,472880
MergeSort,49,0,472880
MergeSort,50,0,472880
MergeSort,51,0,472880
MergeSort,52,0,472880
MergeSort,53,0,472880
MergeSort,54,0,472880
MergeSort,55,0,472880
MergeSort,56,0,472880
MergeSort,57,0,472880
MergeSort,58,0,472880
MergeSort,59,0,472880
MergeSort,60,0,472880
MergeSort,61,0,472880
MergeSort,62,0,472880
MergeSort,63,0,472880
MergeSort,64,0,472880
MergeSort,65,0,472880
MergeSort,66,0,472880
MergeSort,67,0,472880
MergeSort,68,0,472880
MergeSort,69,0,472880
MergeSort,70,0,472880
MergeSort,71,0,472880
MergeSort,72,0,472880
MergeSort,73,0,472880
MergeSort,74,0,472880
MergeSort,75,0,472880
MergeSort,76,0,472880
MergeSort,77,0,472880
MergeSort,78,0,472880
MergeSort,79,0,472880
MergeSort,80,0,472880
MergeSort,81,0,472880
MergeSort,82,0,472880
MergeSort,83,0,472880
MergeSort,84,0,472880
MergeSort,85,0,472880
MergeSort,86,0,472880
MergeSort,87,0,472880
MergeSort,88,0,472880
MergeSort,89,0,472880
MergeSort,90,0,472880
MergeSort,91,0,472880
MergeSort,92,0,472880
MergeSort,93,0,472880
MergeSort,94,0,472880
MergeSort,95,0,472880
MergeSort,96,0,472880
MergeSort,97,0,472880
MergeSort,98,0,472880
MergeSort,99,0,472880
MergeSort,100,0,472880
MergeSort,101,0,472880
MergeSort,102,0,472880
MergeSort,103,0,472880
MergeSort,104,0,472880
MergeSort,105,0,472880
MergeSort,106,0,472880
MergeSort,107,0,472880
MergeSort,108,0,472880
MergeSort,109,0,472880
MergeSort,110,0,472880
MergeSort,111,0,472880
MergeSort,112,0,472880
MergeSort,113,0,472880
MergeSort,114,0,472880
MergeSort,115,0,472880
MergeSort,116,0,472880
MergeSort,117,0,472880
MergeSort,118,0,472880
MergeSort,119,0,472880
MergeSort,120,0,472880
MergeSort,121,0,472880
MergeSort,122,0,472880
MergeSort,123,0,472880
MergeSort,124,0,472880
MergeSort,125,0,472880
MergeSort,126,0,472880
MergeSort,127,0,472880
MergeSort,128,0,472880
MergeSort,129,0,472880
MergeSort,130,0,472880
MergeSort,131,0,472880
MergeSort,132,0,472880
MergeSort,133,0,472880
MergeSort,134,0,472880
MergeSort,135,0,472880
MergeSort,136,0,472880
MergeSort,137,0,472880
MergeSort,138,0,472880
MergeSort,139,0,472880
MergeSort,140,0,472880
MergeSort,141,0,466888
MergeSort,142,0,464880
MergeSort,143,0,463984
MergeSort,144,0,465032
MergeSort,145,0,464880
MergeSort,146,0,465032
MergeSort,147,0,464880
MergeSort,148,0,465032
MergeSort,149,0,464880
MergeSort,150,0,465032
MergeSort,151,0,464880
MergeSort,152,0,465032
MergeSort,153,0,464880
MergeSort,154,0,465032
MergeSort,155,0,464880
MergeSort,156,0,465032
MergeSort,157,0,464880
MergeSort,158,0,465032
MergeSort,159,0,464880
MergeSort,160,0,465032
MergeSort,161,0,464880
MergeSort,162,0,465032
MergeSort,163,0,464880
MergeSort,164,0,465032
MergeSort,165,0,464880
MergeSort,166,0,465032
MergeSort,167,0,464880
MergeSort,168,0,465032
MergeSort,169,0,464880
MergeSort,170,0,465032
MergeSort,171,0,464880
MergeSort,172,0,465032
MergeSort,173,0,464880
MergeSort,174,0,465032
MergeSort,175,0,464880
MergeSort,176,0,465032
MergeSort,177,0,464880
MergeSort,178,0,465032
MergeSort,179,0,464880
MergeSort,180,0,465032
MergeSort,181,0,464880
MergeSort,182,0,465032
MergeSort,183,0,464880
MergeSort,184,0,465032
MergeSort,185,0,464880
MergeSort,186,0,465032
MergeSort,187,0,464880
MergeSort,188,0,465032
MergeSort,189,0,464880
MergeSort,190,0,465032
MergeSort,191,0,464880
MergeSort,192,0,465032
MergeSort,193,0,464880
MergeSort,194,0,465032
MergeSort,195,0,464880
MergeSort,196,0,465032
MergeSort,197,0,464880
MergeSort,198,0,465032
MergeSort,199,0,464880
MergeSort,200,0,465032
MergeSort,201,0,464880
MergeSort,202,0,465032
MergeSort,203,0,464880
MergeSort,204,0,465032
MergeSort,205,0,464880
MergeSort,206,0,465032
MergeSort,207,0,464880
MergeSort,208,0,465032
MergeSort,209,0,464880
MergeSort,210,0,465032
MergeSort,211,0,464880
MergeSort,212,0,465032
MergeSort,213,0,464880
MergeSort,214,0,465032
MergeSort,215,0,464880
MergeSort,216,0,465032
MergeSort,217,0,464880
MergeSort,218,0,465032
MergeSort,219,0,464880
MergeSort,220,0,465032
MergeSort,221,0,464880
MergeSort,222,0,465032
MergeSort,223,0,464880
MergeSort,224,0,465032
MergeSort,225,0,464880
MergeSort,226,0,465032
MergeSort,227,0,464880
MergeSort,228,0,465032
MergeSort,229,0,464880
MergeSort,230,0,465032
MergeSort,231,0,464880
MergeSort,232,0,465032
MergeSort,233,0,464880
MergeSort,234,0,465032
MergeSort,235,0,464880
MergeSort,236,0,465032
MergeSort,237,0,464880
MergeSort,238,0,465032
MergeSort,239,0,464880
MergeSort,240,0,465032
MergeSort,241,0,464880
MergeSort,242,0,465032
MergeSort,243,0,464880
MergeSort,244,0,465032
MergeSort,245,0,464880
MergeSort,246,0,465032
MergeSort,247,0,464880
MergeSort,248,0,465032
MergeSort,249,0,464880
MergeSort,250,0,465032
MergeSort,251,0,464880
MergeSort,252,0,465032
MergeSort,253,0,464880
MergeSort,254,0,465032
MergeSort,255,0,464880
MergeSort,256,0,465032
MergeSort,257,0,464880
MergeSort,258,0,465032
MergeSort,259,0,464880
MergeSort,260,0,465032
MergeSort,261,0,464880
MergeSort,262,0,465032
MergeSort,263,0,464880
MergeSort,264,0,465032
MergeSort,265,0,464880
MergeSort,266,0,465032
MergeSort,267,0,464880
MergeSort,268,0,465032
MergeSort,269,0,464880
MergeSort,270,0,465032
MergeSort,271,0,464880
MergeSort,272,0,465032
MergeSort,273,0,464880
MergeSort,274,0,465032
MergeSort,275,0,464880
MergeSort,276,0,465032
MergeSort,277,0,464880
MergeSort,278,0,465032
MergeSort,279,0,464880
MergeSort,280,0,465032
MergeSort,281,0,464880
MergeSort,282,0,465032
MergeSort,283,0,464880
MergeSort,284,0,465032
MergeSort,285,0,464880
MergeSort,286,0,465032
MergeSort,287,0,464880
MergeSort,288,0,465032
MergeSort,289,0,464880
MergeSort,290,0,465032
MergeSort,291,0,464880
MergeSort,292,0,465032
MergeSort,293,0,464880
MergeSort,294,0,465032
MergeSort,295,0,464880
MergeSort,296,0,465032
MergeSort,297,0,464880
MergeSort,298,0,465032
MergeSort,299,0,464880
MergeSort,300,0,465032
MergeSort,301,0,464880
MergeSort,302,0,465032
MergeSort,303,0,464880
MergeSort,304,0,465032
MergeSort,305,0,464880
MergeSort,306,0,465032
MergeSort,307,0,464880
MergeSort,308,0,465032
MergeSort,309,0,464880
MergeSort,310,0,465032
MergeSort,311,0,464880
MergeSort,312,0,465032
MergeSort,313,0,464880
MergeSort,314,0,465032
MergeSort,315,0,464880
MergeSort,316,0,465032
MergeSort,317,0,464880
MergeSort,318,0,465032
MergeSort,319,0,464880
MergeSort,320,0,465032
MergeSort,321,0,464880
MergeSort,322,0,465032
MergeSort,323,0,464880
MergeSort,324,0,465032
MergeSort,325,0,464880
MergeSort,326,0,465032
