Algorithm,Iteration,Execution Time (ms),Memory Usage (bytes)
QuickSort,0,1,8792
QuickSort,1,0,0
QuickSort,2,0,0
QuickSort,3,0,0
QuickSort,4,0,0
QuickSort,5,0,0
QuickSort,6,0,0
QuickSort,7,0,0
QuickSort,8,0,0
QuickSort,9,0,0
QuickSort,10,0,0
QuickSort,11,0,0
QuickSort,12,0,0
QuickSort,13,0,0
QuickSort,14,0,0
QuickSort,15,0,0
QuickSort,16,0,0
QuickSort,17,0,0
QuickSort,18,0,0
QuickSort,19,0,0
QuickSort,20,0,0
QuickSort,21,0,0
QuickSort,22,0,0
QuickSort,23,0,0
QuickSort,24,0,0
QuickSort,25,0,0
QuickSort,26,0,0
QuickSort,27,0,0
QuickSort,28,0,0
QuickSort,29,0,0
QuickSort,30,0,0
QuickSort,31,0,0
QuickSort,32,0,0
QuickSort,33,0,0
QuickSort,34,0,0
QuickSort,35,0,0
QuickSort,36,0,0
QuickSort,37,0,0
QuickSort,38,0,0
QuickSort,39,0,0
QuickSort,40,0,0
QuickSort,41,0,0
QuickSort,42,0,0
QuickSort,43,0,0
QuickSort,44,0,0
QuickSort,45,0,0
QuickSort,46,0,0
QuickSort,47,0,0
QuickSort,48,0,0
QuickSort,49,0,0
QuickSort,50,0,0
QuickSort,51,0,0
QuickSort,52,0,0
QuickSort,53,0,0
QuickSort,54,0,0
QuickSort,55,0,0
QuickSort,56,0,0
QuickSort,57,0,0
QuickSort,58,0,0
QuickSort,59,0,0
QuickSort,60,0,0
QuickSort,61,0,0
QuickSort,62,0,0
QuickSort,63,0,0
QuickSort,64,0,0
QuickSort,65,0,0
QuickSort,66,0,0
QuickSort,67,0,0
QuickSort,68,0,0
QuickSort,69,0,0
QuickSort,70,0,0
QuickSort,71,0,0
QuickSort,72,0,0
QuickSort,73,0,0
QuickSort,74,0,0
QuickSort,75,0,0
QuickSort,76,0,0
QuickSort,77,0,0
QuickSort,78,0,0
QuickSort,79,0,0
QuickSort,80,0,0
QuickSort,81,0,0
QuickSort,82,0,0
QuickSort,83,0,0
QuickSort,84,0,0
QuickSort,85,0,0
QuickSort,86,0,0
QuickSort,87,0,0
QuickSort,88,0,0
QuickSort,89,0,0
QuickSort,90,0,0
QuickSort,91,0,0
QuickSort,92,0,0
QuickSort,93,0,0
QuickSort,94,0,0
QuickSort,95,0,0
QuickSort,96,0,0
QuickSort,97,0,0
QuickSort,98,0,0
QuickSort,99,0,0
QuickSort,100,0,0
QuickSort,101,0,0
QuickSort,102,0,0
QuickSort,103,0,0
QuickSort,104,0,0
QuickSort,105,0,0
QuickSort,106,0,0
QuickSort,107,0,0
QuickSort,108,0,0
QuickSort,109,0,0
QuickSort,110,0,0
QuickSort,111,0,0
QuickSort,112,0,0
QuickSort,113,0,0
QuickSort,114,0,0
QuickSort,115,0,0
QuickSort,116,0,0
QuickSort,117,0,0
QuickSort,118,0,0
QuickSort,119,0,0
QuickSort,120,0,0
QuickSort,121,0,0
QuickSort,122,0,0
QuickSort,123,0,0
QuickSort,124,0,0
QuickSort,125,0,0
QuickSort,126,0,0
QuickSort,127,0,0
QuickSort,128,0,0
QuickSort,129,0,0
QuickSort,130,0,0
QuickSort,131,0,0
QuickSort,132,0,0
QuickSort,133,0,0
QuickSort,134,0,0
QuickSort,135,0,0
QuickSort,136,0,0
QuickSort,137,0,0
QuickSort,138,0,0
QuickSort,139,0,0
QuickSort,140,0,0
QuickSort,141,0,0
QuickSort,142,0,0
QuickSort,143,0,0
QuickSort,144,0,0
QuickSort,145,0,0
QuickSort,146,0,0
QuickSort,147,0,0
QuickSort,148,0,0
QuickSort,149,0,0
QuickSort,150,0,0
QuickSort,151,0,0
QuickSort,152,0,0
QuickSort,153,0,0
QuickSort,154,0,0
QuickSort,155,0,0
QuickSort,156,0,0
QuickSort,157,0,0
QuickSort,158,0,0
QuickSort,159,0,0
QuickSort,160,0,0
QuickSort,161,0,0
QuickSort,162,0,0
QuickSort,163,0,0
QuickSort,164,0,0
QuickSort,165,0,0
QuickSort,166,0,0
QuickSort,167,0,0
QuickSort,168,0,0
QuickSort,169,0,0
QuickSort,170,0,0
QuickSort,171,0,0
QuickSort,172,0,0
QuickSort,173,0,0
QuickSort,174,0,0
QuickSort,175,0,0
QuickSort,176,0,0
QuickSort,177,0,0
QuickSort,178,0,0
QuickSort,179,0,0
QuickSort,180,0,0
QuickSort,181,0,0
QuickSort,182,0,0
QuickSort,183,0,0
QuickSort,184,0,0
QuickSort,185,0,0
QuickSort,186,0,0
QuickSort,187,0,0
QuickSort,188,0,0
QuickSort,189,0,0
QuickSort,190,0,0
QuickSort,191,0,0
QuickSort,192,0,0
QuickSort,193,0,0
QuickSort,194,0,0
QuickSort,195,0,0
QuickSort,196,0,0
QuickSort,197,0,0
QuickSort,198,0,0
QuickSort,199,0,0
QuickSort,200,0,0
QuickSort,201,0,0
QuickSort,202,0,0
QuickSort,203,0,0
QuickSort,204,0,0
QuickSort,205,0,0
QuickSort,206,0,0
QuickSort,207,0,0
QuickSort,208,0,0
QuickSort,209,0,0
QuickSort,210,0,0
QuickSort,211,0,0
QuickSort,212,0,0
QuickSort,213,0,0
QuickSort,214,0,0
QuickSort,215,0,0
QuickSort,216,0,0
QuickSort,217,0,0
QuickSort,218,0,0
QuickSort,219,0,0
QuickSort,220,0,0
QuickSort,221,0,0
QuickSort,222,0,0
QuickSort,223,0,0
QuickSort,224,0,0
QuickSort,225,0,0
QuickSort,226,0,0
QuickSort,227,0,0
QuickSort,228,0,0
QuickSort,229,0,0
QuickSort,230,0,0
QuickSort,231,0,0
QuickSort,232,0,0
QuickSort,233,0,0
QuickSort,234,0,0
QuickSort,235,0,0
QuickSort,236,0,0
QuickSort,237,0,0
QuickSort,238,0,0
QuickSort,239,0,0
QuickSort,240,0,0
QuickSort,241,0,0
QuickSort,242,0,0
QuickSort,243,0,0
QuickSort,244,0,0
QuickSort,245,0,0
QuickSort,246,0,0
QuickSort,247,0,0
QuickSort,248,0,0
QuickSort,249,0,0
QuickSort,250,0,0
QuickSort,251,0,0
QuickSort,252,0,0
QuickSort,253,0,0
QuickSort,254,0,0
QuickSort,255,0,0
QuickSort,256,0,0
QuickSort,257,0,0
QuickSort,258,0,0
QuickSort,259,0,0
QuickSort,260,0,0
QuickSort,261,0,0
QuickSort,262,0,0
QuickSort,263,0,0
QuickSort,264,0,0
QuickSort,265,0,0
QuickSort,266,0,0
QuickSort,267,0,0
QuickSort,268,0,0
QuickSort,269,0,0
QuickSort,270,0,0
QuickSort,271,0,0
QuickSort,272,0,0
QuickSort,273,0,0
QuickSort,274,0,0
QuickSort,275,0,0
QuickSort,276,0,0
QuickSort,277,0,0
QuickSort,278,0,0
QuickSort,279,0,0
QuickSort,280,0,0
QuickSort,281,0,0
QuickSort,282,0,0
QuickSort,283,0,0
QuickSort,284,0,0
QuickSort,285,0,0
QuickSort,286,0,0
QuickSort,287,0,0
QuickSort,288,0,0
QuickSort,289,0,0
QuickSort,290,0,0
QuickSort,291,0,0
QuickSort,292,0,0
QuickSort,293,0,0
QuickSort,294,0,0
QuickSort,295,0,0
QuickSort,296,0,0
QuickSort,297,0,0
QuickSort,298,0,0
QuickSort,299,0,0
QuickSort,300,0,0
QuickSort,301,0,0
QuickSort,302,0,0
QuickSort,303,0,0
QuickSort,304,0,0
QuickSort,305,0,0
QuickSort,306,0,0
QuickSort,307,0,0
QuickSort,308,0,0
QuickSort,309,0,0
QuickSort,310,0,0
QuickSort,311,0,0
QuickSort,312,0,0
QuickSort,313,0,0
